objname,ra,dec,distance,distance_err
UGC03574,103.2935415,57.17775,21.22,5.282
NGC5170,202.453191,-17.9664979,21.25,2.79
NGC4221,183.9994935,66.2308374,21.26,6.054
NGC3657,170.981589,52.920982,21.261,6.995
UGC05588,155.2380735,25.3649211,21.261,7.463
NGC2964,145.7265465,31.8471065,21.263,6.723
IC1420,330.6316545,19.7503036,21.275,4.749
ESO488-053,89.830197,-25.5384347,21.278,5.915
ESO505-013,181.5298815,-22.8483504,21.287,6.384
NGC3245,156.826626,28.5074148,21.3,1.37
NGC3923,177.757326,-28.8059533,21.3,1.37
NGC4772,193.3714905,2.1683519,21.3,1.44
UGC10636,254.08095,70.4468,21.356,5.301
UGC11926,332.3797425,18.6813988,21.357,4.786
IC0758,181.0494675,62.5053948,21.36,6.27
NGC4674,191.514459,-8.6554583,21.361,7.837
ESO563-002,129.29574,-22.2499861,21.363,5.316
NGC5145,201.3079635,43.2672556,21.369,6.983
UGC06534,173.3360655,63.280075,21.383,6.407
UGC11921,332.313843,14.3604112,21.393,4.804
NGC4620,190.4972685,12.942836,21.4,1.38
NGC3796,175.12971,60.2989222,21.401,6.434
UGC06611,174.7146255,43.165599,21.421,7.491
ESO530-051,321.9338895,-23.6681042,21.454,4.97
IC0391,74.33766,78.1890122,21.454,5.286
UGC05888,161.9405385,56.0913643,21.47,6.725
UGC08449,201.6523575,42.7642596,21.47,6.955
NGC0681,27.2951475,-10.4265532,21.473,7.742
ESO431-002,124.430274,-30.1304596,21.478,5.419
NGC7800,359.9035515,14.8072316,21.478,4.822
UGC06182,167.012313,53.6163098,21.489,6.919
UGC03335,86.2789995,79.2362778,21.492,5.557
ESO358-056,55.844337,-33.9402245,21.5,1.39
NGC4033,180.14475,-17.8426111,21.5,1.39
NGC4224,184.140759,7.4620827,21.5,1.3
NGC7332,339.352143,23.7982595,21.5,1.39
ESO572-053,181.578051,-22.0974445,21.509,6.415
NGC3945,178.306944,60.6755863,21.509,6.382
ESO495-005,124.811211,-25.1880093,21.52,5.426
NGC5101,200.4423885,-27.4304037,21.527,6.137
ESO460-034,296.222076,-28.1897984,21.536,4.447
IC5269C,345.200691,-35.3703712,21.543,6.705
NGC5729,220.528569,-9.0094922,21.547,7.366
NGC4363,185.8687725,74.9522485,21.549,5.963
ESO549-006,55.90959,-21.2371987,21.571,7.583
IC4171,196.328415,36.1028627,21.576,7.517
NGC5861,227.3170125,-11.321628,21.577,7.327
UGC09562,222.809976,35.5422708,21.577,6.627
NGC0718,28.3054125,4.1958383,21.579,5.902
UGC12351,346.439535,18.9855076,21.579,4.723
ESO430-026,123.6636675,-31.3466244,21.603,5.515
UGC12347,346.300551,18.868026,21.605,4.725
NGC2612,128.458449,-13.1747328,21.632,5.727
NGC2613,128.3448045,-22.973597,21.641,5.392
NGC2217,95.41554,-27.2336829,21.644,6.202
UGC08365,199.687596,41.9498059,21.648,6.968
UGC11866,329.6418495,14.1223015,21.668,4.824
NGC7709,353.8644465,-16.7050739,21.687,6.781
ESO469-008,345.9587925,-28.7436361,21.688,6.71
UGC09739,227.230416,25.7336109,21.699,6.814
UGC06604,174.5355855,58.7582831,21.711,6.565
NGC5087,200.1041145,-20.6110687,21.715,6.641
NGC1964,83.3406705,-21.9457547,21.717,6.526
NGC3098,150.569541,24.7111319,21.723,7.401
NGC7497,347.264028,18.177253,21.739,4.748
NGC5781,224.1718125,-17.243921,21.783,6.737
UGC11030,268.6426065,2.8807818,21.787,5.062
ESO504-030,179.3121885,-27.7000439,21.788,5.676
UGC01945,37.051611,-1.3488973,21.788,6.91
UGC06566,173.9322225,58.1924998,21.79,6.622
NGC4319,185.4324615,75.3225981,21.793,5.969
NGC1381,54.1321515,-35.295159,21.8,1.4
NGC2880,142.394067,62.4906177,21.8,1.4
ESO467-051,335.8217385,-28.9808773,21.801,5.484
UGC00199,5.215827,12.8558889,21.811,4.924
UGC05179,145.7568045,58.973623,21.821,6.689
NGC0596,23.216271,-7.0315417,21.833,1.01
UGC12846,358.9422045,18.4258483,21.875,4.69
UGC12856,359.186457,16.8101014,21.879,4.741
NGC2690,133.1583975,-2.6031113,21.889,5.765
UGC06691,175.8625905,60.6764178,21.893,6.465
NGC3245A,156.754755,28.6393464,21.894,7.65
ESO564-030,138.2998245,-19.4090196,21.9,4.365
NGC4948A,196.2740595,-8.1612908,21.902,7.746
ESO505-004,180.3745215,-23.3161177,21.918,6.192
ESO505-007,180.8771355,-25.4740019,21.919,5.996
UGC10862,262.0372335,7.4223771,21.92,5.219
UGC11771,323.8644765,23.4683955,21.928,4.561
ESO444-037,201.7536225,-30.0764062,21.93,5.79
NGC1640,70.5605205,-20.4347778,21.947,6.624
UGC10054,235.982166,81.8096504,21.951,5.622
ESO495-011,125.8295415,-26.1970833,21.954,5.496
NGC6643,274.943166,74.5683889,21.964,5.317
NGC2131,89.6979855,-26.65308,21.982,6.353
UGC12843,358.87593,17.9195043,21.982,4.708
NGC3213,155.3221965,19.6517208,21.984,7.995
NGC3032,148.0341315,29.2364216,22.0,1.42
NGC4948,196.2331755,-7.9476951,22.0,1.02
UGC11131,272.5939245,1.5917167,22.017,4.773
NGC7137,327.0544185,22.1595299,22.035,4.713
UGC09194,215.288145,39.4972263,22.046,6.453
NGC5584,215.5990545,-0.3876275,22.05,0.56
ESO375-041,157.379187,-35.2598103,22.053,4.273
NGC5054,199.243584,-16.6346111,22.054,6.952
NGC5103,200.1252135,43.083943,22.075,6.771
NGC4318,185.6803605,8.1982772,22.08,0.61
ESO605-014,354.0860415,-17.2699722,22.088,7.021
NGC2748,138.429291,76.4753333,22.094,6.276
NGC3118,151.798065,33.0273895,22.094,7.146
NGC2974,145.63863,-3.6988999,22.1,1.42
NGC4648,190.435041,74.4208611,22.11,5.956
UGC11220,275.8565295,40.9450221,22.13,4.224
NGC3057,151.4136315,80.2856861,22.132,6.309
ESO440-030,178.8566895,-28.7358315,22.152,5.504
IC2209,119.0592495,60.3041389,22.155,5.911
ESO444-088,204.581217,-31.3077946,22.156,5.651
NGC4462,187.3380255,-23.1665914,22.181,6.49
ESO505-003,180.279735,-24.5683655,22.184,6.0
NGC2768,137.906052,60.0373225,22.2,1.43
NGC3981,179.030931,-19.8960762,22.203,6.411
NGC2706,134.0512065,-2.5634743,22.204,6.301
NGC3885,176.693814,-27.9222235,22.207,5.562
ESO563-031,133.0764165,-17.7444637,22.225,5.624
UGC11331,279.748125,73.6099707,22.229,5.096
UGC11944,333.0028665,17.9025853,22.242,4.777
UGC04852,139.308117,80.0361066,22.245,5.971
NGC3041,148.2797685,16.677672,22.248,7.614
ESO563-014,130.7379285,-20.0511621,22.251,5.661
NGC3756,174.200124,54.2935902,22.261,6.948
ESO572-045,180.289416,-19.0796944,22.276,6.542
UGC03496,102.65325,85.795502,22.288,5.612
NGC3156,153.171894,3.1293424,22.3,1.44
NGC3982,179.1171885,55.1252607,22.3,0.72
UGC06919,179.156394,55.6331894,22.324,6.73
NGC2820A,140.375313,64.238662,22.344,6.64
IC2995,181.445598,-27.9401696,22.367,5.639
UGC02765,53.014077,68.3683529,22.374,4.963
NGC4434,186.902841,8.1543168,22.387,0.619
UGC08489,202.411353,45.3878694,22.387,6.57
NGC3838,176.057253,57.9481492,22.391,6.603
ESO508-034,199.2394275,-25.3375207,22.393,6.073
NGC2460,119.21775,60.3493611,22.393,5.91
NGC1426,55.704639,-22.1083916,22.4,1.86
NGC4339,185.895588,6.0817629,22.4,0.9
NGC4589,189.354291,74.1918611,22.4,1.44
UGC05478,152.3818905,30.1504839,22.412,7.454
UGC05287,147.8668365,32.9428827,22.415,6.893
ESO552-031,74.514291,-19.12375,22.433,6.27
ESO563-016,130.8154725,-20.6625995,22.441,5.693
ESO440-015,177.548694,-28.5114264,22.444,5.495
ESO422-029,76.5093915,-27.8013806,22.466,7.388
NGC4775,193.440417,-6.6221528,22.471,7.955
UGC03144,71.9821305,74.9287356,22.472,5.251
UGC05446,151.6288905,32.9467984,22.474,7.148
ESO482-031,55.1731035,-22.6511019,22.476,7.877
UGC12247,343.5000675,75.2471505,22.477,4.537
UGC05998,163.285185,50.2847118,22.478,7.07
UGC05203,146.732559,79.8106862,22.481,6.287
UGC02429,44.287914,1.3263685,22.502,6.215
UGC02886A,67.6076745,88.7708757,22.505,5.618
UGC01240,26.585841,4.2640631,22.553,5.995
UGC11908,331.646298,16.0550108,22.578,4.75
UGC02352,43.0220895,4.3700471,22.596,5.627
NGC5839,226.3644195,1.6347515,22.6,3.13
UGC07774,189.0943365,40.005311,22.6,4.505
NGC2665,131.504178,-19.3028918,22.622,5.761
NGC3024,147.614151,12.7655056,22.622,7.789
ESO563-023,132.247962,-18.5874846,22.638,5.736
ESO440-004,176.4247005,-28.3666287,22.641,5.487
ESO494-042,124.362084,-24.6810833,22.654,5.667
UGC11193,273.7528665,71.0054647,22.661,4.915
ESO548-069,55.150797,-21.5257817,22.665,7.681
IC2137,83.5904625,-23.5332494,22.677,6.621
NGC6654A,279.8548155,73.580134,22.678,5.002
UGC08756,207.6495705,42.5413969,22.696,6.257
NGC3879,176.7058335,69.3836389,22.711,6.193
ESO552-066,76.3104165,-18.3891667,22.72,6.065
UGC12729,355.086408,1.2458003,22.722,5.654
ESO487-035,85.502265,-22.9466091,22.744,6.226
UGC06682,175.788381,59.1058895,22.744,6.59
NGC1979,83.504679,-23.3100413,22.749,6.595
UGC05349,149.5261995,37.2927894,22.757,6.932
UGC10991,266.623341,67.3381693,22.76,4.785
UGC10974,266.061792,67.6194444,22.765,4.805
ESO572-030,179.6058165,-22.4400005,22.776,6.146
NGC1464,57.8521245,-15.40225,22.777,7.12
UGC06802,177.527577,51.8552909,22.777,7.048
IC0978,212.242131,-2.9737858,22.8,7.937
NGC3607,169.2276675,18.0518559,22.8,1.79
NGC6509,269.8555425,6.2869924,22.811,5.057
NGC3020,147.5275785,12.8136372,22.829,7.796
NGC5917,230.3859675,-7.377059,22.829,7.961
ESO490-045,101.693541,-26.4751389,22.84,6.245
NGC3049,148.706706,9.2714039,22.849,7.895
ESO505-025,182.6880675,-26.7042381,22.858,5.752
ESO427-004,101.418036,-27.6991134,22.892,6.329
UGC08538,203.3113575,45.8373404,22.892,6.382
ESO484-019,66.832596,-22.5592611,22.9,7.569
NGC1331,51.618132,-21.3556025,22.9,3.92
NGC1332,51.57177,-21.3353431,22.9,1.9
NGC1425,55.5478515,-29.8933766,22.9,0.87
NGC3608,169.2456435,18.1486059,22.9,1.48
UGC04612,135.079698,85.5320829,22.908,5.618
NGC0048,3.509208,48.2348611,22.923,4.268
UGC05326,148.8520035,33.2626251,22.928,6.947
ESO427-005,101.436948,-27.7168171,22.939,6.339
NGC5486,211.854039,55.1030125,22.945,5.446
ESO577-038,207.1067865,-18.8717123,22.951,6.546
UGC04238,122.9031255,76.4217222,22.952,5.949
ESO440-023,178.1390745,-29.122063,22.954,5.368
ESO489-029,94.2700665,-27.388615,23.012,6.476
ESO548-033,53.1192495,-18.9485,23.012,7.746
UGC06912,179.057556,58.1992931,23.017,6.489
ESO548-034,53.2400655,-21.0894269,23.028,7.865
NGC2760,141.062661,76.5315169,23.031,6.381
ESO548-068,55.0800075,-18.9314811,23.032,7.458
IC0512,135.957042,85.5016667,23.041,5.624
NGC3448,163.6641765,54.3051139,23.046,6.88
NGC3026,147.7306245,28.5511479,23.054,7.388
ESO495-006,124.8514215,-24.7854996,23.07,5.94
UGC05114,145.013253,82.1045927,23.08,6.131
NGC4121,181.9860045,65.1139875,23.09,6.395
ESO428-033,111.4557645,-30.918275,23.098,6.185
NGC1537,63.41958,-31.6452859,23.1,1.49
ESO555-039,92.255031,-21.7222812,23.11,5.814
ESO562-019,128.487132,-21.8849489,23.112,5.971
ESO505-008,180.895728,-25.3803282,23.121,5.856
NGC5085,200.0742105,-24.4403224,23.122,6.026
ESO495-012,125.9657385,-25.8382349,23.162,5.871
ESO606-007,356.539392,-19.3585677,23.166,7.329
UGC03630,105.2637915,1.9112937,23.194,5.053
ESO428-014,109.1300055,-29.3248056,23.2,0.11
NGC0821,32.08803,10.9949848,23.2,1.5
NGC2778,138.101577,35.0274969,23.2,1.5
NGC3169,153.561621,3.4664709,23.2,1.07
ESO440-014,177.513303,-28.6713994,23.208,5.412
NGC1422,55.3794885,-21.6814855,23.208,7.663
NGC4205,183.731439,63.7827974,23.212,6.313
NGC4027A,179.872668,-19.3316119,23.217,6.467
ESO572-052,181.5124755,-21.1984167,23.218,6.318
UGC07110,181.8581325,65.4125513,23.221,6.384
ESO555-022,90.2833665,-21.7386857,23.225,5.879
UGC03509,103.7269995,85.6380833,23.226,5.686
IC0456,105.0730905,-30.1637753,23.245,6.355
UGC06764,176.91858,69.1040866,23.251,6.286
ESO508-040,199.69935,-23.939301,23.252,6.056
UGC06029,163.7596755,49.7261725,23.264,7.141
UGC04182,120.957267,61.3468217,23.269,6.075
UGC08688,205.8764175,43.4625984,23.27,6.174
NGC4331,185.6483205,76.1725646,23.288,6.476
ESO504-017,177.1930245,-27.3790999,23.289,5.587
UGC11124,271.8646665,35.5637772,23.292,4.206
NGC0936,36.905934,-1.1559721,23.3,3.01
UGC02463,45.156066,40.2514079,23.307,4.131
ESO548-064,55.0002825,-19.4263179,23.31,7.498
ESO462-024,307.2757605,-31.6854009,23.318,4.83
NGC4365,186.1169205,7.3167467,23.335,0.645
ESO504-024,178.4085735,-26.9957514,23.37,5.587
NGC7727,354.9742875,-12.2927807,23.37,6.891
NGC3067,149.5878735,32.3698905,23.379,7.071
NGC2844,140.449767,40.1510379,23.391,6.516
IC2311,124.691703,-25.3695888,23.4,1.51
UGC11109,271.05855,46.7374229,23.417,4.246
NGC7464,345.4737915,15.9737778,23.429,4.856
NGC1253A,48.5986515,-2.8004046,23.433,6.058
ESO503-022,173.3724135,-26.9461036,23.456,5.725
NGC5878,228.4405605,-14.2698178,23.476,6.948
IC2969,178.130328,-3.8722503,23.5,7.881
ESO433-015,140.285679,-31.8925145,23.53,4.943
NGC4081,181.139913,64.4374442,23.536,6.43
NGC3794,175.2252165,56.2022045,23.549,6.737
NGC3952,178.419261,-3.9964323,23.553,7.871
UGC05393,150.425211,33.1363739,23.553,7.078
UGC08667,205.426575,38.4990313,23.559,6.461
ESO572-009,178.3458135,-18.1665469,23.572,6.555
NGC3226,155.8625055,19.8984733,23.6,1.52
UGC10985,267.018471,14.7413809,23.617,4.677
UGC05394,150.4495515,36.4987319,23.62,6.95
ESO490-042,101.6555625,-26.7806528,23.636,6.391
UGC10125,238.02555,83.860298,23.641,5.634
NGC3003,147.1485195,33.4214841,23.654,6.886
ESO440-009,176.922336,-28.4143286,23.66,5.437
UGC00527,12.9576225,3.1051191,23.666,6.235
IC2524,149.3868825,33.6196797,23.672,6.963
UGC12178,341.2858215,6.4301724,23.693,4.969
NGC3992,179.399919,53.374515,23.7,3.28
NGC7454,345.277125,16.3883611,23.7,1.53
IC4249,201.7773285,-27.9563702,23.711,5.939
NGC1161,45.308844,44.8970718,23.755,4.115
UGC09051,212.1115995,54.9088099,23.757,5.263
ESO555-020,90.105354,-21.6713611,23.759,5.939
NGC2855,140.36454,-11.9094314,23.785,6.599
UGC01970,37.475187,25.2563816,23.785,4.108
UGC11813,326.8790865,22.1640531,23.787,4.58
NGC4391,186.3281625,64.9335186,23.8,1.53
UGC04990,141.026337,62.029885,23.801,6.691
ESO371-021,132.790416,-35.0933611,23.817,5.32
NGC4981,197.203041,-6.7774698,23.818,7.668
ESO450-011,236.0733735,-28.3070828,23.831,5.553
ESO440-011,177.1902855,-28.2934379,23.848,5.428
UGC12090,338.6961195,15.9488477,23.857,4.661
UGC05701,158.076924,77.8010895,23.861,6.642
IC0052,12.099,4.0918611,23.876,6.122
ESO572-008,178.2723525,-18.3775222,23.88,6.548
ESO572-023,179.2412265,-19.8550602,23.89,6.33
NGC2904,142.5708135,-30.3850039,23.9,1.54
UGC05187,145.7760585,41.0929644,23.9,6.77
UGC11074,269.7805125,7.1414568,23.913,4.888
NGC6106,244.6957845,7.4094321,23.933,2.617
UGC04988,140.8133415,34.7343497,23.953,6.96
NGC4036,180.361719,61.8957613,23.955,6.415
ESO400-025,306.908388,-32.9574015,23.962,4.99
ESO505-006,180.657228,-24.3020328,23.969,5.959
UGC08052,193.7208855,73.1783368,23.991,6.098
NGC4125,182.0248725,65.1741769,24.0,1.55
ESO548-082,55.6813665,-17.5061327,24.004,7.253
ESO576-042,200.5092495,-20.2262242,24.038,6.469
NGC0600,23.271993,-7.3114317,24.044,7.715
NGC6000,237.456459,-29.3868056,24.045,5.352
ESO488-049,89.664108,-25.4148501,24.046,6.275
UGC01011,21.5204565,0.3155963,24.059,6.59
ESO488-060,91.1790795,-26.1250216,24.065,6.309
NGC1886,80.4506475,-23.810112,24.069,6.811
UGC05504,153.2048865,7.1037909,24.078,7.946
UGC09506,221.385414,31.4154415,24.094,6.616
NGC5845,226.503162,1.63391,24.1,2.33
NGC5885,228.767373,-10.0861011,24.117,7.594
NGC5303,206.9373915,38.3045789,24.123,5.418
ESO439-025,175.9406715,-30.6203703,24.148,5.111
ESO450-014,236.801655,-28.7739636,24.152,5.45
NGC1481,58.6208325,-20.4272233,24.155,7.321
IC3010,181.9888215,-30.339356,24.158,5.243
NGC1395,54.623766,-23.0274404,24.167,1.78
NGC1519,62.0315895,-17.1929175,24.168,7.066
UGC09242,216.3376395,39.5394939,24.17,5.409
NGC3673,171.303486,-26.7366606,24.201,5.68
ESO450-013,236.67897,-28.7322694,24.223,5.473
ESO489-022,93.8291715,-26.5773582,24.226,6.412
NGC0615,23.7736455,-7.3402917,24.229,7.726
UGC05720,158.132847,54.4010411,24.243,7.005
ESO576-040,200.1823575,-22.0510692,24.25,1.67
UGC05676,157.270386,54.7168776,24.25,7.038
NGC2968,145.800021,31.9287147,24.251,7.128
NGC2978,145.8197955,-9.7457172,24.253,6.57
NGC4050,180.7247955,-16.3736056,24.258,6.982
NGC3846A,176.061723,55.0349861,24.26,6.59
ESO555-019,90.089274,-21.6651194,24.266,5.939
UGC02422,44.2981125,45.1434083,24.268,4.064
NGC3011,147.4216665,32.2210999,24.29,7.141
NGC3779,174.7133325,-10.5835825,24.294,7.55
NGC5574,215.2332165,3.2379604,24.3,1.57
NGC7280,336.6148755,16.14825,24.3,1.57
NGC7302,338.098755,-14.1206587,24.3,1.57
NGC4928,195.7525455,-8.0849802,24.328,7.571
UGC06205,167.493036,46.0947187,24.335,7.099
ESO375-057,157.9842705,-34.9912075,24.38,3.831
IC3247,185.808177,28.893817,24.4,4.863
UGC07020A,180.6544515,64.3764675,24.417,6.444
NGC2139,90.2831775,-23.6723296,24.419,6.05
ESO450-012,236.6097075,-32.6292546,24.435,5.301
ESO450-021,237.7582305,-29.442665,24.44,5.366
NGC5727,220.109001,33.9889879,24.451,6.131
ESO427-029,105.688221,-29.428282,24.468,6.333
NGC3190,154.5260505,21.8326815,24.5,0.67
NGC7465,345.503958,15.9648611,24.522,4.806
UGC08588,203.928039,45.9295312,24.558,5.213
UGC12074,338.276136,8.0974515,24.566,4.843
IC3015,182.2510515,-31.5198786,24.572,5.148
UGC04169,120.637704,61.3879135,24.577,6.054
NGC3682,171.921642,66.5898139,24.587,6.732
UGC04159,120.462849,61.4131356,24.598,6.047
NGC3512,166.012269,28.0367856,24.599,7.91
NGC7724,354.779874,-12.2240504,24.603,7.011
UGC01133,23.761728,4.3811696,24.621,5.834
NGC4995,197.419512,-7.8333465,24.628,7.543
ESO508-039,199.59975,-27.434999,24.648,5.921
ESO508-066,201.014559,-24.6637472,24.664,5.982
NGC2726,136.235796,59.9330378,24.683,6.438
UGC05105,143.8333185,35.9136667,24.692,6.938
UGC11093,270.4653195,6.9682963,24.695,4.768
UGC04948,142.3539,85.304001,24.7,5.981
IC2130,82.9615125,-23.1447804,24.72,6.593
UGC05020,141.50613,34.6534231,24.72,7.082
ESO497-001,135.0912735,-25.8675819,24.725,5.658
UGC00119,3.262692,14.4095171,24.731,5.303
ESO551-031,70.6201395,-21.6917207,24.741,6.997
UGC07421,185.4816315,11.9668482,24.751,1.563
ESO509-027,202.1061525,-26.2263165,24.752,5.975
UGC11400,285.114015,79.040199,24.768,5.496
NGC4942,196.079604,-7.6494306,24.777,7.551
UGC08441,201.3711585,57.821985,24.785,5.396
IC5270,344.478654,-35.8580095,24.8,2.6
ESO426-001,95.4291315,-27.5580125,24.817,6.617
ESO371-005,130.261098,-33.0525823,24.82,5.497
ESO486-003,74.892105,-22.6977425,24.831,6.919
ESO440-037,179.821158,-28.9048555,24.836,5.258
UGC02452,44.91825,44.534801,24.839,4.009
ESO556-019,95.45973,-20.2260216,24.852,5.936
NGC3730,173.558037,-9.8456392,24.864,7.648
IC2587,157.748583,-34.5629599,24.873,3.88
UGC05015,141.4500315,34.2770587,24.884,7.116
NGC1400,54.8785305,-18.6881518,24.89,1.467
IC2152,89.4726225,-23.1808443,24.893,6.054
UGC07019,180.621456,62.4172385,24.894,6.374
UGC04254,122.3501625,0.6094784,24.898,6.476
NGC6010,238.5799455,0.5430417,24.915,7.887
ESO503-008,169.2199875,-26.1318474,24.92,5.528
ESO490-010,97.9894785,-26.7690972,24.929,6.596
ESO407-011,348.7407,-33.777199,24.944,7.24
NGC1452,56.342916,-18.6336111,24.952,7.412
NGC3636,170.1051495,-10.2821674,24.962,7.558
ESO504-010,175.7620575,-23.4344142,24.98,5.902
UGC00896,20.363955,9.1799019,24.987,5.524
NGC3892,177.0042,-10.962037,24.995,7.46
ESO371-003,130.0162245,-34.4071478,25.0,5.548
NGC1414,55.2381585,-21.7138272,25.01,7.543
NGC0586,22.903527,-6.8937796,25.025,7.761
ESO556-018,95.438373,-20.1270027,25.026,5.929
ESO482-018,54.5735205,-23.4191528,25.048,7.81
NGC5037,198.747522,-16.5902237,25.051,6.833
NGC5890,229.4632695,-17.5892505,25.061,6.529
UGC00711,17.1541665,1.6411111,25.061,6.454
ESO440-039,180.4913655,-30.235382,25.066,5.155
NGC7507,348.031554,-28.539653,25.067,1.97
NGC2697,133.7474835,-2.9876555,25.092,7.186
NGC1407,55.0496505,-18.5804571,25.1,1.16
ESO572-024,179.248209,-19.98675,25.113,6.407
UGC03394,91.20675,56.1658056,25.125,4.725
UGC09902,233.638041,15.1331639,25.126,7.768
NGC3654,171.044667,69.4130833,25.13,6.762
NGC5846,226.621887,1.6061876,25.133,2.32
ESO563-012,130.41156,-20.7441656,25.135,6.987
NGC3901,175.704864,77.3730067,25.14,6.63
ESO508-021,197.5042995,-26.7118536,25.146,5.931
UGC04601,134.280462,84.8085278,25.155,6.169
ESO595-010,301.078812,-19.0655965,25.167,4.804
NGC5301,206.6027655,46.1071577,25.167,5.004
IC2963,177.352365,-5.1184521,25.185,7.83
NGC2763,136.704366,-15.4997315,25.191,6.707
NGC3522,166.668594,20.0855981,25.2,1.63
NGC5061,199.521255,-26.8371305,25.2,1.05
UGC04902,139.272066,25.4292226,25.226,7.337
UGC06016,163.553535,54.2872155,25.23,6.707
ESO576-026,199.6446855,-21.2996632,25.237,6.256
NGC2350,108.3007845,12.2660924,25.251,4.917
ESO595-017,302.342448,-21.7321843,25.255,4.864
UGC05296,148.2982575,58.4784763,25.258,7.063
ESO555-010,88.2385575,-20.7111643,25.287,5.913
UGC12313,345.432117,16.0675332,25.308,4.764
NGC0473,19.9794585,16.5447034,25.324,4.863
ESO548-070,55.1723985,-22.2859356,25.325,7.554
ESO504-028,178.7267025,-27.2513447,25.337,5.375
NGC3936,178.0857705,-26.9058623,25.365,5.431
ESO497-002,135.3642285,-26.2999373,25.368,5.815
ESO551-016,68.9190735,-21.9881062,25.379,7.079
ESO515-004,234.764481,-25.9754381,25.399,5.954
NGC4281,185.089749,5.3864016,25.4,1.64
ESO443-080,197.7899085,-28.010316,25.407,5.836
UGC04358,125.3584335,-0.4189649,25.422,6.698
UGC09504,221.366925,31.4338313,25.43,5.515
NGC1282,50.050773,41.3669434,25.447,3.927
NGC4750,192.5300415,72.8744722,25.461,6.43
NGC2820,140.4410385,64.2578861,25.479,6.656
NGC1354,53.1223545,-15.2211111,25.486,7.328
NGC5576,215.265411,3.2710116,25.5,1.64
NGC2106,87.694302,-21.5672584,25.511,6.023
ESO487-012,81.8317215,-22.6847508,25.515,6.605
UGC12054,337.385097,7.7260618,25.526,4.903
UGC01105,23.1662985,4.6411747,25.527,5.847
UGC06658,175.5108645,32.001087,25.565,6.958
ESO443-079,197.5947225,-27.9769988,25.569,5.823
NGC1832,78.013764,-15.6877924,25.571,5.778
UGC05282,147.7917345,33.1299872,25.58,7.625
NGC1377,54.1627575,-20.9020103,25.59,7.563
UGC08982,210.7518465,61.751794,25.597,5.683
NGC0803,30.9362505,16.0309444,25.615,4.578
UGC08909,209.6579055,60.7968636,25.617,5.483
NGC2859,141.077223,34.5134592,25.619,7.198
ESO428-031,111.2565,-32.4990278,25.633,6.86
NGC2983,145.921311,-20.4771993,25.635,6.405
ESO572-022,179.093646,-19.5516721,25.637,6.636
UGC00328,8.34204,-1.1212922,25.637,6.929
IC1158,240.3918945,1.7077933,25.652,7.785
NGC3499,165.7959825,56.2217634,25.655,6.602
UGC08859,208.8996735,59.6205873,25.673,5.215
ESO557-006,98.7529515,-21.7688552,25.68,6.14
NGC1347,52.42404,-22.2792,25.683,7.736
NGC3414,162.817584,27.9750391,25.7,1.66
UGC02729,51.735375,68.5811944,25.709,4.498
NGC2814,140.2978455,64.2523604,25.759,6.645
NGC0701,27.766563,-9.7023565,25.773,7.781
UGC04904,139.34034,41.910946,25.792,6.622
NGC2325,105.6683835,-28.6972979,25.8,1.67
NGC5869,227.45586,0.4701024,25.8,1.67
ESO576-050,201.174177,-19.6959626,25.804,6.367
